step,accuracy,accuracy/std,accuracy01,accuracy01/std,accuracy03,accuracy03/std,accuracy05,accuracy05/std,auc,auc/_macro,auc/_micro,auc/_weighted,auc/class_00,auc/class_01,auc/class_02,auc/class_03,auc/class_04,auc/class_05,auc/class_06,auc/class_07,auc/class_08,auc/class_09,auc/class_10,auc/class_11,auc/class_12,auc/class_13,auc/class_14,auc/class_15,auc/class_16,auc/class_17,auc/class_18,auc/class_19,auc/class_20,auc/class_21,auc/class_22,auc/class_23,auc/class_24,auc/class_25,auc/class_26,auc/class_27,auc/class_28,auc/class_29,auc/class_30,auc/class_31,auc/class_32,auc/class_33,auc/class_34,auc/class_35,auc/class_36,auc/class_37,auc/class_38,auc/class_39,auc/class_40,auc/class_41,auc/class_42,auc/class_43,auc/class_44,auc/class_45,auc/class_46,auc/class_47,auc/class_48,auc/class_49,f1/_macro,f1/_micro,f1/_weighted,f1/class_00,f1/class_01,f1/class_02,f1/class_03,f1/class_04,f1/class_05,f1/class_06,f1/class_07,f1/class_08,f1/class_09,f1/class_10,f1/class_11,f1/class_12,f1/class_13,f1/class_14,f1/class_15,f1/class_16,f1/class_17,f1/class_18,f1/class_19,f1/class_20,f1/class_21,f1/class_22,f1/class_23,f1/class_24,f1/class_25,f1/class_26,f1/class_27,f1/class_28,f1/class_29,f1/class_30,f1/class_31,f1/class_32,f1/class_33,f1/class_34,f1/class_35,f1/class_36,f1/class_37,f1/class_38,f1/class_39,f1/class_40,f1/class_41,f1/class_42,f1/class_43,f1/class_44,f1/class_45,f1/class_46,f1/class_47,f1/class_48,f1/class_49,loss,loss/mean,loss/std,lr,momentum,precision/_macro,precision/_micro,precision/_weighted,precision/class_00,precision/class_01,precision/class_02,precision/class_03,precision/class_04,precision/class_05,precision/class_06,precision/class_07,precision/class_08,precision/class_09,precision/class_10,precision/class_11,precision/class_12,precision/class_13,precision/class_14,precision/class_15,precision/class_16,precision/class_17,precision/class_18,precision/class_19,precision/class_20,precision/class_21,precision/class_22,precision/class_23,precision/class_24,precision/class_25,precision/class_26,precision/class_27,precision/class_28,precision/class_29,precision/class_30,precision/class_31,precision/class_32,precision/class_33,precision/class_34,precision/class_35,precision/class_36,precision/class_37,precision/class_38,precision/class_39,precision/class_40,precision/class_41,precision/class_42,precision/class_43,precision/class_44,precision/class_45,precision/class_46,precision/class_47,precision/class_48,precision/class_49,recall/_macro,recall/_micro,recall/_weighted,recall/class_00,recall/class_01,recall/class_02,recall/class_03,recall/class_04,recall/class_05,recall/class_06,recall/class_07,recall/class_08,recall/class_09,recall/class_10,recall/class_11,recall/class_12,recall/class_13,recall/class_14,recall/class_15,recall/class_16,recall/class_17,recall/class_18,recall/class_19,recall/class_20,recall/class_21,recall/class_22,recall/class_23,recall/class_24,recall/class_25,recall/class_26,recall/class_27,recall/class_28,recall/class_29,recall/class_30,recall/class_31,recall/class_32,recall/class_33,recall/class_34,recall/class_35,recall/class_36,recall/class_37,recall/class_38,recall/class_39,recall/class_40,recall/class_41,recall/class_42,recall/class_43,recall/class_44,recall/class_45,recall/class_46,recall/class_47,recall/class_48,recall/class_49,support/class_00,support/class_01,support/class_02,support/class_03,support/class_04,support/class_05,support/class_06,support/class_07,support/class_08,support/class_09,support/class_10,support/class_11,support/class_12,support/class_13,support/class_14,support/class_15,support/class_16,support/class_17,support/class_18,support/class_19,support/class_20,support/class_21,support/class_22,support/class_23,support/class_24,support/class_25,support/class_26,support/class_27,support/class_28,support/class_29,support/class_30,support/class_31,support/class_32,support/class_33,support/class_34,support/class_35,support/class_36,support/class_37,support/class_38,support/class_39,support/class_40,support/class_41,support/class_42,support/class_43,support/class_44,support/class_45,support/class_46,support/class_47,support/class_48,support/class_49
1,0.7568128108978271,0.1098312162860117,0.7568128108978271,0.1098312162860117,0.8966231942176819,0.07060639380954863,0.9401658773422241,0.05272111770545282,0.9758025407791138,0.9758025407791138,0.9822268001128729,0.9798659086227417,0.9980823397636414,0.990952730178833,0.997979462146759,0.9883612394332886,0.9935711026191711,0.9683086276054382,0.976765513420105,0.9555860757827759,0.9632003307342529,0.9602195024490356,0.9898581504821777,0.9569823145866394,0.9503527283668518,0.9910591244697571,0.9628472924232483,0.9784534573554993,0.9879714846611023,0.9663412570953369,0.99591064453125,0.9724042415618896,0.93243807554245,0.976082980632782,0.9957461357116699,0.9352035522460938,0.987060546875,0.9980953931808472,0.9618303179740906,0.9788618683815002,0.9716546535491943,0.966870903968811,0.9821943044662476,0.9840778112411499,0.964291512966156,0.9541536569595337,0.9581430554389954,0.9868573546409607,0.9856902956962585,0.9837467074394226,0.9903379082679749,0.9545854926109314,0.9524744153022766,0.9860239028930664,0.99039626121521,0.9877560138702393,0.9774150252342224,0.9803961515426636,0.9747338891029358,0.9717251658439636,0.9856735467910767,0.9904006123542786,0.6450857557259866,0.7568077962415638,0.739003927553323,0.8994465721561048,0.7886661011029658,0.8812450125282271,0.7784381182865665,0.8393392744182463,0.4954084841727014,0.5806406816162466,0.3589710979914908,0.3582054800960886,0.5521424969356091,0.8930025990629872,0.38531667709817646,0.49314647404608913,0.7172363852904208,0.0,0.7567517604420451,0.7643929059289233,0.54901530184077,0.7638141511898042,0.6447319287078044,0.07692233728521847,0.7138213728495251,0.854695858017377,0.3370749299741814,0.7578075149864058,0.7999950500306279,0.48420636901076297,0.6666616757031132,0.7118595065612299,0.7247656628572042,0.8061174501819767,0.6769184189669633,0.6966242169556988,0.7536962200425098,0.1904737415280852,0.8250900733288347,0.7650552671248025,0.687777805568584,0.8845420791589181,0.3544271495247131,0.6741523797859902,0.6012219940947979,0.7843087654160018,0.8145846694257903,0.6604601250782818,0.7062887219775679,0.6389992431636489,0.579434525324614,0.8463981514279929,0.6799950080366468,0.940035343170166,0.940035343170166,0.34209417211586296,0.0003,0.9,0.7477466902990285,0.7568127962085308,0.758414776678079,0.8482758620689655,0.7015503875968992,0.8392857142857143,0.7558139534883721,0.8,0.7714285714285715,0.8571428571428572,0.875,0.8,0.7142857142857143,0.8439490445859873,0.5833333333333333,0.8181818181818181,0.6933333333333334,0.0,0.736842105263158,0.7604166666666666,0.875,0.6909090909090909,0.7424242424242424,1.0,0.68944099378882,0.8771929824561404,0.6818181818181819,0.7185185185185186,0.8888888888888888,0.8214285714285714,0.6962025316455696,0.8289473684210527,0.7745098039215687,0.7939698492462312,0.9166666666666666,0.7153846153846154,0.7235142118863049,0.6666666666666667,0.7805755395683454,0.7134831460674158,0.6846846846846847,0.846938775510204,0.875,0.7692307692307692,0.5975609756097561,0.72,0.7928994082840237,0.6893203883495146,0.6688741721854304,0.5620437956204379,0.7560975609756098,0.7764565992865636,0.6538461538461539,0.6228158802053297,0.7568127962085308,0.7568127962085308,0.9571984435797666,0.900497512437811,0.9276315789473684,0.8024691358024691,0.8827586206896552,0.3648648648648649,0.4390243902439024,0.22580645161290325,0.23076923076923073,0.44999999999999996,0.9481216457960644,0.28767123287671237,0.3529411764705882,0.7428571428571429,0.0,0.7777777777777778,0.7684210526315789,0.4,0.8539325842696629,0.5697674418604651,0.040000000000000036,0.74,0.8333333333333334,0.22388059701492535,0.8016528925619835,0.7272727272727273,0.34328358208955223,0.6395348837209303,0.6237623762376238,0.6810344827586207,0.8186528497409327,0.5365853658536586,0.6788321167883211,0.7865168539325843,0.11111111111111116,0.875,0.8246753246753247,0.6909090909090909,0.9256505576208178,0.2222222222222222,0.6,0.6049382716049383,0.861244019138756,0.8375,0.6339285714285714,0.7481481481481482,0.7403846153846154,0.4696969696969697,0.9301994301994302,0.7083333333333333,257.0,201.0,152.0,81.0,145.0,74.0,41.0,62.0,52.0,100.0,559.0,73.0,51.0,70.0,27.0,234.0,95.0,35.0,89.0,86.0,50.0,150.0,60.0,67.0,121.0,22.0,67.0,86.0,101.0,116.0,193.0,41.0,137.0,356.0,36.0,248.0,154.0,110.0,269.0,63.0,100.0,81.0,209.0,160.0,112.0,135.0,208.0,66.0,702.0,48.0
2,0.7184537649154663,0.07715396329215318,0.7184537649154663,0.07715396329215318,0.8896623253822327,0.05661955469141223,0.9375,0.04345813036646762,0.9718852043151855,0.9718852043151855,0.9794447978774288,0.9733132719993591,0.9955775737762451,0.9905464053153992,0.996208131313324,0.9812362790107727,0.9927182793617249,0.9517091512680054,0.9817482233047485,0.9397101998329163,0.9426636099815369,0.9563649892807007,0.9803043603897095,0.9510610699653625,0.9630461931228638,0.986169695854187,0.9426022171974182,0.9689885973930359,0.9911749362945557,0.9784767627716064,0.9941805005073547,0.9847089648246765,0.9276872873306274,0.9774411916732788,0.9953402280807495,0.9304494261741638,0.991685688495636,0.9867621064186096,0.9704372882843018,0.984452486038208,0.9731254577636719,0.9488162994384766,0.978087306022644,0.9925640821456909,0.9443313479423523,0.937035083770752,0.9594293832778931,0.9764239192008972,0.9789881110191345,0.979648768901825,0.9827206134796143,0.9309954643249512,0.9735478162765503,0.9824317693710327,0.9912145137786865,0.9812904000282288,0.9727329015731812,0.9824995994567871,0.9678391218185425,0.9668895602226257,0.9660123586654663,0.9941834211349487,0.6469809502219855,0.718448791503991,0.7101093233884885,0.8619353069597373,0.7933441788613382,0.8896053904817947,0.7393889410806208,0.8231242526565811,0.5581346433936291,0.4383512404381211,0.24175389936552386,0.36363197846408163,0.5355141688774376,0.8163912528007977,0.41599514117675107,0.4749953781699716,0.7887273953897475,0.07142788265970301,0.6956471787712561,0.7912038063349931,0.6349156966874385,0.8196671349105641,0.6748416410470196,0.29729291460076757,0.6813830270344586,0.8521689225244998,0.36537997786951165,0.8110186332379539,0.7499950500326699,0.6341413814916337,0.6551674144918402,0.6956472217980126,0.6880684151526066,0.7315739486491138,0.8157845048779095,0.6119353010544011,0.6685109503471987,0.4406732088993877,0.7450149210665458,0.6900908479574893,0.627267727312582,0.7781640280645797,0.6285666286080828,0.6521689508884171,0.596268292160283,0.7532989962290874,0.8121162187634844,0.6325531483357597,0.6898904879622663,0.607704769349914,0.5645111615941792,0.7914673726778512,0.6526265795396826,1.0040967464447021,1.0040967464447021,0.22098166169764372,0.0003,0.9,0.6965873226851678,0.7184537914691943,0.7132702964830089,0.8279569892473118,0.759090909090909,0.8782051282051282,0.7261904761904762,0.8120805369127517,0.6545454545454545,0.5,0.3793103448275862,0.56,0.5903614457831325,0.7810457516339869,0.5,0.6551724137931034,0.7777777777777778,1.0,0.6746987951807228,0.8372093023255813,0.7142857142857143,0.7978723404255319,0.7142857142857143,0.45833333333333337,0.6467065868263473,0.8909090909090909,0.5,0.7744360902255639,0.8333333333333334,0.6964285714285714,0.6477272727272727,0.7710843373493976,0.7352941176470589,0.7433155080213903,0.8857142857142857,0.6259541984732824,0.6639118457300275,0.5652173913043479,0.7362204724409449,0.679245283018868,0.6272727272727272,0.7391304347826086,0.7857142857142857,0.7142857142857143,0.6,0.6979591836734693,0.7836257309941521,0.6601941747572815,0.6513157894736843,0.5726495726495726,0.6140350877192983,0.7434292866082604,0.6458333333333333,0.6296738491935593,0.7184537914691943,0.7184537914691942,0.8988326848249028,0.8308457711442786,0.9013157894736842,0.7530864197530864,0.8344827586206897,0.4864864864864865,0.3902439024390244,0.17741935483870963,0.2692307692307693,0.49,0.855098389982111,0.3561643835616438,0.37254901960784315,0.8,0.03703703703703709,0.717948717948718,0.75,0.5714285714285714,0.8426966292134832,0.6395348837209303,0.21999999999999997,0.72,0.8166666666666667,0.28787878787878785,0.8512396694214877,0.6818181818181819,0.582089552238806,0.6627906976744187,0.6336633663366337,0.646551724137931,0.7202072538860104,0.7560975609756098,0.5985401459854014,0.6731843575418994,0.36111111111111116,0.7540322580645161,0.7012987012987013,0.6272727272727272,0.8215613382899628,0.5238095238095238,0.6,0.5925925925925926,0.8181818181818181,0.8427672955974843,0.6071428571428572,0.7333333333333334,0.6473429951690821,0.5223880597014925,0.8461538461538461,0.6595744680851063,257.0,201.0,152.0,81.0,145.0,74.0,41.0,62.0,52.0,100.0,559.0,73.0,51.0,70.0,27.0,234.0,96.0,35.0,89.0,86.0,50.0,150.0,60.0,66.0,121.0,22.0,67.0,86.0,101.0,116.0,193.0,41.0,137.0,358.0,36.0,248.0,154.0,110.0,269.0,63.0,100.0,81.0,209.0,159.0,112.0,135.0,207.0,67.0,702.0,47.0
3,0.820793867111206,0.06342860884522837,0.820793867111206,0.06342860884522837,0.9453495144844055,0.03870826648928817,0.9702310562133789,0.027512778500393038,0.9866791367530823,0.9866791367530823,0.989957066272382,0.9864398241043091,0.9978522658348083,0.9931128025054932,0.9976993799209595,0.9977662563323975,0.9974029660224915,0.9717810750007629,0.9949736595153809,0.9648144841194153,0.9737858772277832,0.9739972949028015,0.9915190935134888,0.9794756174087524,0.9830020666122437,0.9949010014533997,0.980492889881134,0.9831525087356567,0.9974005222320557,0.9953380823135376,0.9981838464736938,0.9926091432571411,0.9551447033882141,0.9883237481117249,0.9947250485420227,0.980352520942688,0.997793972492218,0.9981831908226013,0.9850768446922302,0.9903345108032227,0.9897491931915283,0.976973831653595,0.9913173317909241,0.99583500623703,0.9768574833869934,0.9631227254867554,0.9871988892555237,0.9897265434265137,0.9910382032394409,0.9885125160217285,0.9900311231613159,0.9727816581726074,0.9847790002822876,0.9903969764709473,0.9957703351974487,0.9900826811790466,0.984153151512146,0.9900156259536743,0.9791000485420227,0.9832661747932434,0.9803447127342224,0.9937071204185486,0.7705716632280495,0.8207888388930175,0.8171401470659246,0.8931247728413267,0.8341413444677694,0.8903175825462687,0.8674648824500371,0.9230719240820386,0.5038118781436455,0.7228865670254281,0.5142808453975696,0.6222173432481339,0.6769180802472708,0.8896501789965169,0.5655122416613252,0.7045405475548374,0.8057503959732624,0.27777402782840216,0.8235244132073752,0.9255269171840715,0.7397210358753032,0.9281717969806144,0.7836207311970455,0.46153385934898083,0.8196671325217492,0.8983000862099456,0.7241330514597539,0.8888838890016881,0.8205079027250701,0.8188926530156494,0.8323649423936261,0.8272201475040488,0.7465388027259414,0.8779170779842861,0.824995003155265,0.7333283344648027,0.7994339903021173,0.5538412118784171,0.8316781699349515,0.8434454805387656,0.7123237672626335,0.8761170884316541,0.7499950781572996,0.724484798035311,0.758164951974307,0.8735582260557472,0.8993660694079617,0.7999950016841217,0.8278338284728112,0.7667386567003626,0.6825347027322262,0.8627667498294788,0.7999950005852595,0.6482657790184021,0.6482657790184021,0.1705987335412478,0.0003,0.9,0.7973214633563122,0.8207938388625593,0.817862863228513,0.8764044943820225,0.8142857142857143,0.8734177215189873,0.8470588235294118,0.9361702127659575,0.5789473684210527,0.7142857142857143,0.6136363636363636,0.736842105263158,0.6947368421052631,0.8585690515806988,0.5694444444444444,0.8157894736842105,0.8115942028985508,0.5555555555555556,0.8099173553719008,0.9456521739130435,0.7105263157894737,0.9130434782608696,0.788235294117647,0.6428571428571428,0.8064516129032258,0.9137931034482758,0.8571428571428572,0.8852459016393442,0.9411764705882353,0.8666666666666667,0.8275862068965517,0.8777777777777778,0.801980198019802,0.8756476683937824,0.8461538461538461,0.7443609022556391,0.8028169014084507,0.6206896551724138,0.8171206225680934,0.8301886792452831,0.7155963302752293,0.8472222222222222,0.8571428571428572,0.7395833333333333,0.8055555555555556,0.8407079646017699,0.9050632911392404,0.8148148148148149,0.8188405797101449,0.7377777777777778,0.728813559322034,0.8246753246753247,0.8085106382978724,0.7542975840689635,0.8207938388625593,0.8207938388625592,0.9105058365758755,0.855,0.9078947368421053,0.8888888888888888,0.9103448275862069,0.44594594594594594,0.7317073170731707,0.4426229508196722,0.5384615384615384,0.6599999999999999,0.9230769230769231,0.5616438356164384,0.62,0.8,0.18518518518518523,0.8376068376068376,0.90625,0.7714285714285715,0.9438202247191011,0.7790697674418605,0.36,0.8333333333333334,0.8833333333333333,0.6268656716417911,0.8925619834710744,0.7272727272727273,0.7761194029850746,0.8372093023255813,0.7821782178217822,0.6982758620689655,0.8802083333333334,0.8048780487804879,0.7226277372262774,0.7960893854748603,0.5,0.8467741935483871,0.8571428571428572,0.7090909090909091,0.9070631970260223,0.6666666666666667,0.71,0.7160493827160495,0.9090909090909091,0.89375,0.7857142857142857,0.837037037037037,0.7980769230769231,0.6417910447761195,0.9045584045584045,0.7916666666666666,257.0,200.0,152.0,81.0,145.0,74.0,41.0,61.0,52.0,100.0,559.0,73.0,50.0,70.0,27.0,234.0,96.0,35.0,89.0,86.0,50.0,150.0,60.0,67.0,121.0,22.0,67.0,86.0,101.0,116.0,192.0,41.0,137.0,358.0,36.0,248.0,154.0,110.0,269.0,63.0,100.0,81.0,209.0,160.0,112.0,135.0,208.0,67.0,702.0,48.0
4,0.8693720102310181,0.06298991066995724,0.8693720102310181,0.06298991066995724,0.9662322402000427,0.03399301092110748,0.9854857921600342,0.021351210429333353,0.9921168684959412,0.9921168684959412,0.9938879554023512,0.9920271635055542,0.9977821707725525,0.9929196834564209,0.9995055794715881,0.9975478649139404,0.9982630610466003,0.9851145148277283,0.99700528383255,0.9779183864593506,0.979977011680603,0.9867739081382751,0.993328332901001,0.990651547908783,0.9884418845176697,0.9980074167251587,0.9898499250411987,0.98853600025177,0.9979254007339478,0.9919607043266296,0.9980084300041199,0.995600700378418,0.97749924659729,0.9957396984100342,0.9998704791069031,0.9836613535881042,0.99786376953125,0.9993448853492737,0.9972716569900513,0.9966229200363159,0.9937283396720886,0.9837212562561035,0.995975136756897,0.9963765144348145,0.9878389835357666,0.979716956615448,0.9883818030357361,0.9903489947319031,0.9936560988426208,0.9926952719688416,0.9930822849273682,0.9904059767723083,0.9876082539558411,0.9940871596336365,0.9940876960754395,0.9948564767837524,0.9917881488800049,0.9951997995376587,0.9911574721336365,0.9911937117576599,0.9911246299743652,0.9958171844482422,0.8368309391782937,0.8693670379434482,0.8676318974911967,0.8998059681310545,0.8634096360789028,0.9480469489216214,0.8930767628142551,0.9209571993989045,0.7246327074485471,0.7594886781292803,0.5981259673731045,0.7628816240094729,0.7384565417826588,0.9225302128444797,0.7382500356178184,0.7916616862292492,0.879427624393396,0.5853613563700669,0.8823479426171174,0.9263107895006727,0.7826036967343042,0.9204495461273599,0.8941126477788176,0.636358729376681,0.9210476324717317,0.9756047590975753,0.7376999664401159,0.8934376233147286,0.9268242950891482,0.893934395115189,0.8914235729259874,0.8979541883868055,0.7753253989338021,0.9010366668300442,0.888883889679084,0.8115892031919008,0.8670310114544634,0.6128983559179869,0.8709627419641873,0.8823479414183943,0.8416239594080939,0.9014548557072921,0.8135543450462471,0.7708283420462085,0.7882303052218873,0.8946085853873528,0.9113874058918663,0.8272677289558193,0.8985457270284264,0.8416025664107671,0.8031446140802588,0.8978407295321684,0.835159850289384,0.46221521496772766,0.46221521496772766,0.17434809809845028,0.0003,0.9,0.8568274969670062,0.869372037914692,0.8681410810850679,0.875,0.84688995215311,0.9358974358974359,0.9102564102564102,0.9178082191780822,0.78125,0.7894736842105263,0.7111111111111111,0.8222222222222222,0.7578947368421053,0.9065743944636678,0.7236842105263157,0.8444444444444444,0.8732394366197183,0.8571428571428572,0.8677685950413223,0.9263157894736842,0.7941176470588236,0.9310344827586207,0.9047619047619048,0.736842105263158,0.9090909090909091,0.9523809523809523,0.8181818181818181,0.8861788617886179,1.0,0.9076923076923077,0.8764044943820225,0.9263157894736842,0.7927927927927928,0.9057591623036649,0.9,0.8057553956834532,0.8598901098901099,0.7307692307692308,0.8709677419354839,0.8881578947368421,0.8378378378378378,0.8853046594982079,0.8727272727272728,0.8043478260869565,0.752808988764045,0.8761467889908257,0.9230769230769231,0.8425925925925926,0.8794326241134752,0.827906976744186,0.8360655737704918,0.8753387533875339,0.8837209302325582,0.8229510319951949,0.869372037914692,0.869372037914692,0.9260700389105059,0.8805970149253731,0.9605263157894737,0.8765432098765432,0.9241379310344827,0.6756756756756757,0.7317073170731707,0.5161290322580645,0.7115384615384616,0.72,0.9390681003584229,0.7534246575342466,0.7450980392156863,0.8857142857142857,0.4444444444444444,0.8974358974358975,0.9263157894736842,0.7714285714285715,0.9101123595505618,0.8837209302325582,0.56,0.9333333333333333,1.0,0.6716417910447761,0.9008264462809917,0.8636363636363636,0.8805970149253731,0.9069767441860466,0.8712871287128713,0.7586206896551724,0.8963730569948186,0.8780487804878049,0.8175182481751825,0.8743016759776536,0.5277777777777778,0.8709677419354839,0.8766233766233766,0.8454545454545455,0.9182156133828996,0.7619047619047619,0.74,0.8271604938271605,0.9138755980861244,0.9,0.8125,0.9185185185185185,0.8557692307692308,0.7727272727272727,0.9215406562054208,0.7916666666666666,257.0,201.0,152.0,81.0,145.0,74.0,41.0,62.0,52.0,100.0,558.0,73.0,51.0,70.0,27.0,234.0,95.0,35.0,89.0,86.0,50.0,150.0,60.0,67.0,121.0,22.0,67.0,86.0,101.0,116.0,193.0,41.0,137.0,358.0,36.0,248.0,154.0,110.0,269.0,63.0,100.0,81.0,209.0,160.0,112.0,135.0,208.0,66.0,701.0,48.0
5,0.9041765332221985,0.05123417063400308,0.9041765332221985,0.05123417063400308,0.9813388586044312,0.02383781136241766,0.993039071559906,0.015293928950245833,0.9951446056365967,0.9951446056365967,0.9961416074173197,0.9947639107704163,0.9988431930541992,0.9972037076950073,0.9989672899246216,0.9984695315361023,0.9995219111442566,0.9905255436897278,0.9964056015014648,0.9825425744056702,0.987735390663147,0.9917212724685669,0.9961497783660889,0.9957749247550964,0.9957717657089233,0.9975478053092957,0.9939694404602051,0.9954223036766052,0.9974913001060486,0.9981071352958679,0.9993558526039124,0.9985923171043396,0.9896031022071838,0.9966626167297363,0.9955095648765564,0.9936503171920776,0.998550534248352,0.9995677471160889,0.9969010353088379,0.9965531229972839,0.9977551102638245,0.9895787835121155,0.9977833032608032,0.9978957176208496,0.9907376766204834,0.9867997765541077,0.9983455538749695,0.993674099445343,0.9953842759132385,0.9944718480110168,0.9971334934234619,0.9957238435745239,0.9923376441001892,0.9964909553527832,0.9972965121269226,0.9945255517959595,0.9963909387588501,0.9979122281074524,0.9911257028579712,0.9887897968292236,0.9914242625236511,0.9985363483428955,0.8826907564970522,0.9041715403120095,0.9032950278131049,0.9427430934505417,0.898545728866255,0.9536373843514617,0.9333283350129936,0.9725977399862946,0.7703654167671063,0.8192721091900352,0.6915839112929716,0.7010259539092416,0.8426345950978089,0.940135846352332,0.7650956732005241,0.8163215389726303,0.9208583096384492,0.6976697458398419,0.9110579079047668,0.9285664306807946,0.9166616705519218,0.9491475425588153,0.9039498062774125,0.7659524672120925,0.9230719231599335,0.9752016119373864,0.8217004338984901,0.9354788739210737,0.9090859091184088,0.9090859102662383,0.9156576571617935,0.9405890594325194,0.8266616715363561,0.9481815286580056,0.8536535366146514,0.870843709128522,0.910858509815545,0.8955174159331533,0.9113352079347359,0.900657253656962,0.8355505580545818,0.9130384815044512,0.9032208077800052,0.8499950000294115,0.8363586409848408,0.9142807144264353,0.9554090145906328,0.8722416969371882,0.933818529708862,0.8689270389815453,0.9090859102662383,0.9191023941262525,0.934777618174091,0.3358258306980133,0.3358258306980133,0.12417675900954271,0.0003,0.9,0.8955769215217712,0.9041765402843602,0.9040424029109821,0.9250936329588015,0.8732394366197183,0.96,0.9166666666666666,0.9659863945578231,0.8524590163934427,0.8095238095238095,0.8222222222222222,0.7555555555555555,0.8556701030927836,0.925476603119584,0.75,0.851063829787234,0.927536231884058,0.9375,0.9251101321585903,0.91,0.8918918918918919,0.9545454545454546,0.8791208791208791,0.8181818181818181,0.9261744966442953,0.9672131147540983,0.8548387096774194,0.9133858267716536,0.9090909090909091,0.9230769230769231,0.95,0.9405940594059405,0.8532110091743119,0.9432989690721649,0.8536585365853658,0.8805970149253731,0.9083333333333333,0.967741935483871,0.9285714285714286,0.9189189189189189,0.817391304347826,0.8904593639575972,0.9180327868852459,0.85,0.8117647058823529,0.909952606635071,0.974025974025974,0.8608695652173913,0.927007299270073,0.8731707317073171,0.9230769230769231,0.9002732240437159,0.9772727272727273,0.8738734117268979,0.9041765402843602,0.9041765402843602,0.9610894941634242,0.9253731343283582,0.9473684210526316,0.9506172839506173,0.9793103448275862,0.7027027027027026,0.8292682926829268,0.5967741935483871,0.6538461538461539,0.83,0.9552772808586762,0.7808219178082192,0.7843137254901961,0.9142857142857143,0.5555555555555556,0.8974358974358975,0.9479166666666666,0.9428571428571428,0.9438202247191011,0.9302325581395349,0.72,0.92,0.9833333333333333,0.791044776119403,0.9586776859504132,0.9090909090909091,0.8955223880597015,0.8837209302325582,0.9405940594059405,0.8017241379310345,0.953125,0.8536585365853658,0.8613138686131387,0.9134078212290503,0.8333333333333334,0.8947368421052632,0.8831168831168831,0.8545454545454545,0.9368029739776952,0.8888888888888888,0.85,0.8625,0.9186602870813397,0.9375,0.8839285714285714,0.9407407407407408,0.8647342995169083,0.8955223880597015,0.9387464387464387,0.8958333333333334,257.0,201.0,152.0,81.0,145.0,74.0,41.0,62.0,52.0,100.0,559.0,73.0,51.0,70.0,27.0,234.0,96.0,35.0,89.0,86.0,50.0,150.0,60.0,67.0,121.0,22.0,67.0,86.0,101.0,116.0,192.0,41.0,137.0,358.0,36.0,247.0,154.0,110.0,269.0,63.0,100.0,80.0,209.0,160.0,112.0,135.0,207.0,67.0,702.0,48.0
