iter	AUC	Logloss
882	0.8892225027	0.3609390808
883	0.8892356753	0.3609298365
884	0.8892452717	0.3609202918
885	0.889246583	0.3609160857
886	0.8892654777	0.3608860419
887	0.8892831206	0.3608508444
888	0.8892847896	0.3608504284
889	0.8892877698	0.3608500124
890	0.8893290758	0.3608023583
891	0.889333725	0.3607957256
892	0.8893370628	0.3607831303
893	0.8893554211	0.3607642027
894	0.889359653	0.3607566224
895	0.889380455	0.3607400983
896	0.8894010186	0.3607202925
897	0.8893978596	0.3607159015
898	0.8894102573	0.3606881687
899	0.8894473314	0.3606336739
900	0.8894658685	0.3606299068
901	0.8894766569	0.3606137525
902	0.8894797564	0.3606081598
903	0.8894905448	0.3605967431
904	0.8895166516	0.3605752271
905	0.8895172477	0.3605745338
906	0.8895767331	0.3604937853
907	0.8895949125	0.3604583798
908	0.8896043301	0.3604509613
909	0.8896328807	0.3603891404
910	0.8896356821	0.3603874302
911	0.8896517754	0.3603642271
912	0.8896505237	0.3603601828
913	0.8896515965	0.3603598592
914	0.8897172213	0.3603022675
915	0.8897294402	0.360281468
916	0.8897292614	0.3602805898
917	0.8897476196	0.3602728939
918	0.8897474408	0.3602719926
919	0.8897476196	0.3602708371
920	0.8897589445	0.3602431506
921	0.8897719383	0.3602301855
922	0.88977319	0.360215464
923	0.8897771239	0.3602110037
924	0.8898258805	0.3601424807
925	0.8898907304	0.3600510551
926	0.8898944259	0.3600476578
927	0.8899439573	0.3600046027
928	0.8899503946	0.3599853978
929	0.8899648786	0.3599544527
930	0.8899680376	0.3599442147
931	0.8899865746	0.3599315963
932	0.8899891376	0.3599267661
933	0.8899915814	0.3599225831
934	0.8900256753	0.3598917998
935	0.8900603652	0.3598459021
936	0.8900634646	0.3598415804
937	0.8900644183	0.3598390382
938	0.8900779486	0.3598209195
939	0.8900866508	0.3598064291
940	0.8900871873	0.3598056434
941	0.890100956	0.3597767782
942	0.8901063204	0.3597624958
943	0.8901270628	0.35972263
944	0.8901650906	0.3596613868
945	0.8901771307	0.3596462263
946	0.8902055025	0.359620273
947	0.8902392387	0.35957389
948	0.8902490139	0.3595472204
949	0.8902727365	0.3595155588
950	0.890286088	0.3595049973
951	0.8903398514	0.3594458572
952	0.8903600574	0.3594296104
953	0.890388608	0.3593887046
954	0.8904399872	0.3593361279
955	0.8904405236	0.3593354808
956	0.8904403448	0.3593347875
957	0.890447557	0.3593230473
958	0.8904551864	0.3593127631
959	0.890455544	0.3593121391
960	0.8904599547	0.3593099205
961	0.8904687166	0.3592979954
962	0.8904981613	0.3592621277
963	0.8905081749	0.3592403806
964	0.8905126452	0.3592334243
965	0.8905497193	0.3591879657
966	0.8905534148	0.3591820725
967	0.8905547261	0.3591776122
968	0.8905571103	0.3591739607
969	0.890568614	0.3591603485
970	0.8905743361	0.3591488857
971	0.8905771375	0.3591456271
972	0.8905769587	0.3591450262
973	0.8905773163	0.3591438013
974	0.8905999064	0.3591346264
975	0.8906205297	0.3591195121
976	0.8906234503	0.3591122784
977	0.8906236291	0.3591110767
978	0.8906257153	0.3591086501
979	0.8906419873	0.3590751628
980	0.8906444311	0.3590723895
981	0.8906466365	0.3590706793
982	0.8906898499	0.3590155836
983	0.8907504678	0.3589354359
984	0.8907467127	0.3589327089
985	0.8907498717	0.3589215002
986	0.8907483816	0.3589208531
987	0.890751183	0.3589141279
988	0.8907613754	0.3589016713
989	0.8907673359	0.3588868574
990	0.8907747269	0.3588539248
991	0.8907765746	0.358852931
992	0.8907815814	0.3588455818
993	0.8907917738	0.3588364763
994	0.8907967806	0.3588272551
995	0.8908027411	0.3588145212
996	0.8908405304	0.3587813112
997	0.890840888	0.3587809645
998	0.8908403516	0.3587808259
999	0.8909053802	0.3587107776
